word,reference_url,text,is_metaphor
hit,http://archive.org/details/MSNBCW_20121006_020000_Hardball_With_Chris_Matthews,we have hit that moment in the election when people begin to lose their minds case in point within minutes of the jobs report today twitter filled with republicans saying the numbers must be cooked they were job truthers or as i like to call them jobbers the first jobber was jack welch the former head of g a and a big romney supporter he tweeted and yes i said jack welch tweeted unbelievable jobs numbers these chicago guys will do anything can't debate so change numbers but welch wasn t alone on his island of luncy keith no there s nothing at all curious about the last jobs report diving to 7 8 unemployment before the election this is technically not the last jobs report before the election a writer at the conservative washington examiner wrote i doen think bls cooked the numbers i think a bunch of dems lied about getting jobs that would have the same effect and then of course there was fox news which head lined its report is the number real is it yeah it is the jobbers need to take a deep breath and remember what we're talking about here this is a good jobs report in a still weak economy the 114 000 jobs we added in september is not very impressive we add about 100 000 new people to the work force every month we're just getting a bit above treading water here the revisions to the last two months which added 86 000 jobs to the total was a much better deal these are at best good if not great numbers if the white house was somehow manipulating the data don t you think they would have made the payroll look better at 114 000 the controversy is over the unemployment rate let s just be clear that is 3 of 1 that s what all the fuss is about let s make another thing personally clear no one played with the data the people who say otherwise don t foe how this actually works these numbers are one of the most closely guarded secrets in washington as the labor department designed the process after they got security device from the organization that safeguards the country s stockpile of weapons that is how seriously they take it the economists who report the data and put it together are put on an eight day security lockdown they have to signed new binding confidentiality agreements every single morning the commuters are inkripted the data gets put into a safe when they go to the bathroom three days before the release when it's done three copies of the report are placed in a safe and taken to downtown washington from a secure location where they were prepared 12 hours before the report is released a few might house officials get to see it there s no chance to change any of it but the fact is that there s not even much that needs to be explained here we ve seen jobs like this and even drops bigger than this before and recently between july and august the unemployment rate dropped from 8 3 to 8 1 december of 2011 also saw a 2 drop november to december of 2010 saw a 4 drop so this isn t some incredibly weird number that needs to be explained the fact that the unemployment rate broke the 8 line is not that big one thing you do need to know the number could of course be wrong the household survey is well a survey of household when means it is open to error but the internals back it up the drop in unemployment came because 800 000 people said they now had jobs that now seems high it's counting 582 000 who say they got part time jobs and that seems to happen around this time of year part time jobs increase by 579 000 in september 2010 and in by 483 000 in 2011 it might be seasonal hiring kids going back to school you don t need to resort to ridiculous theories that democrats across the country all deciding to lie to survey takers in order to help obama the bottom line on this report it's an uncouraging report what it tells us is that the labor market has been better than we thought and that therecovery hasn t slowed in quite the ways we feared what the response to it tells us is that the election is driving people a little bit crazy joining me now a man never driven crazy by elections or anything else washington post economics reporter neil irwin im going to play you what jack welch had to say today listen to this,1
hit,http://archive.org/details/MSNBCW_20121006_020000_Hardball_With_Chris_Matthews,i just put together some numbers on this in a report and i find that in the year 2022 while the affordable care act will lead to 33 million more americans having health care coverage romney s plan would leave to roughly 18 to 20 million not having coverage so this is a huge hit to the possibilities for insurance coverage in america,1
hit,http://archive.org/details/MSNBCW_20120919_060000_Hardball_With_Chris_Matthews,i don t think this is going to be a big political hit onromney even people who don t pay income taxes realize they pay taxes when people say republicans they mean taxes it works,1
hit,http://archive.org/details/CNNW_20121009_000000_Anderson_Cooper_360,im listening to karl and to mark in this case i really don t this defendant was hit with an avalanche of evidence and was convicted on 45 of 48 counts against him i think that the evidence here is overwhelming i think the fact that there was an alleged attenuated time for the defense to prepare a trial does not explain why jerry sandusky is picking now to proclaim his innocence when he could have done so at the trial he didn t then i understand it's his fifth amendment right not to but it does question you know the veracity of what he s saying now and why he chose now to proclaim his innocence he had the chance and,0
hit,http://archive.org/details/MSNBCW_20120927_060000_Hardball_With_Chris_Matthews,let me get a look at thelatest poll and bring in david a new washington post poll has president obama out front in ohio and florida inside the numbers we see how the president has hit home with ohio voters on understanding economic problems people are having right now obama beats romney by 31 on connecting on their problems 51 points in florida actually 15 on handling taxes president obama beats romney by a wide margin 17 points in ohio in florida it's closer leads by one in handling medicare obama beats romney by 1 in ohio 15 in florida what i understand looking at the differential florida has a lot of retired people obviously very sensitive in a sense ohio has people who can't afford to get down to florida in the wintertime their social security medicare and maybe if they're lucky some pension and savings,1
hit,http://archive.org/details/MSNBCW_20120927_060000_Hardball_With_Chris_Matthews,so all white people it's fine that normally wouldn t be theworst thing in the world but when that ad actually ran and hit the air waves romney defended it to usa today s susan page and in the interview romney said quote romney defends the welfare ads as accurate accusing obama of offering state waivers as a political calculation designed to quote shore up his base which is code for african american democrats so there you have an ad with all whites in it romney comes out himself and says this is so he can feed his base by saying we ll get rid of those work requirements for people on welfare can you obama giving a big speech to the guys in the inner city guess what ladies and gentlemen im getting rid of the work requirement yea it's a totally ridiculous demeaning idea demeaning to both recipients of welfare who have to take it and a president accused of using it to shield and trying to get votes with it it's so demeaning,1
hit,http://archive.org/details/FOXNEWSW_20120919_040000_Hannity,when we come back when did they know and how much did they know evidence suggests the obama administration was in fact warned before the hit on our consulate in benghazi were the warning signs ignored then it takes a lot of work to move and hang with the movers and shakers but where is president obama he gives it his all tonight you can catch him hanging with david letterman beyoncé and jay z but prime minister netanyahu excuse me we don t have time for you a copd makes it hardto breathe but with advair im breathing better so now i can be inthe scene advair isclinically proven to help significantly improve lung function unlike most copd medications advair contains both ananti inflammatory and along acting bronchodilator working together to help improveyour lung function all day advair won treplace fast acting inhalers for sudden symptoms and should not be used morethan twice a day people withcopd taking advair may have a higher chanceof pneumonia advair may increase yourrisk of osteoporosis and some eye problems tell your doctorif you have a heart condition or high blood pressure beforetaking advair if you re stillhaving difficulty breathing ask your doctor if includingadvair could help improve your lung function get yourfirst full prescriptionfree and saveon refills atadvaircopd com,1
hit,http://archive.org/details/MSNBCW_20121015_210000_Hardball_With_Chris_Matthews,would you say he s going to hit the points like 47 would he use points like vouchers would he say bankrupt you know the magic words we talk about they're our lingo here do you think he will use those magic bullets in this debate one last question to you david maraniss,0
hit,http://archive.org/details/MSNBCW_20121015_210000_Hardball_With_Chris_Matthews,david corn can answer part of that better than i can about 47 certainly but yes he has to hit those points that s what he was watching when he was watching joe biden he wasn t watching biden respond with the vigor he was doing but was making those points on how to get to them and that s what he will do certainly,1
hit,http://archive.org/details/MSNBCW_20121015_210000_Hardball_With_Chris_Matthews,when i decided to run for the senate i knew they d try and hit me with all sort of stuff im heidi heitkamp the ads are all paid for by a few billionaires and they know if im in the senate i won t letthem im not willing to trade aware your medicare for more tax breaks for billionaire i approve this message because im just getting warmed up,1
hit,http://archive.org/details/MSNBCW_20121015_210000_Hardball_With_Chris_Matthews,okay madam attorney general did you actually hit every one of them or did you edit that picture i ve been in those books did you hit every one that went by you no matter how it was coming at you,1
hit,http://archive.org/details/FOXNEWSW_20120927_010000_Hannity,rocket propelled grenades have hit the building,0
hit,http://archive.org/details/CNNW_20120909_010000_Piers_Morgan_Tonight,did you get hit by a softball,0
hit,http://archive.org/details/CNNW_20121018_080000_Anderson_Cooper_360,they wouldn t openly talk about that and contested some of the polls that showed governor romney closing the gap you have to look at the topics the president was bringing up athe that debate anderson to know that this is the voter group that the president is focused on and that he knew that this was the greatest area where he was hemorrhaging support and his only growth opportunity this it is the women s vote that the president could win or lose on and so if the president is going to be president for another four years it will be because women make the difference so he is going to hit on contraception and his claims that the governor has flip flopped on it he s going to hit on pay equity issue and he ll continue to talk about this binders controversy and the larger issue that he claims governor romney isn t a natural advocate in his bones for women in the workplace this is the theme he ll carry to election day anderson,1
hit,http://archive.org/details/CNNW_20121030_080000_Anderson_Cooper_360,morning welcome everybody you re watching our special coverage we want to welcome our international viewers they ve been calling this as a storm for the ages that has aek iffed people from north carolina to new england and as we speak it is pounding pennsylvania this storm is not over yet here s how it looks in new york city where i am new york city very hard hit a transformer just up this direction on 14th street blew out and in fact it was it took where i am it's very dark around us we're struggling to hold on to our lights here the wind has picked up a little bit it's plunged this neighborhood into darkness been a big problem here obviously the winds as well they're significantly less than what they were late last night it was a big problem we saw a crane a crane in fact that we had within standing in front of yesterday afternoon that crane did topple crashed down also flooded failed generators forcing nyu to evacuate some of its patients month are than 200 out thereof had to i taken out of there babies newly born in intensive care had to be evacuated as well further along the new jersey shore towns like ocean city are under water there so far we know there are 13 deaths being blamed on sandy across the northeast more than 6 million people are without power you ll remember they were predicting it might be as high as 10 million people by the time the storm is over and the worst is not over by any means 50 homes are now destroyed by a fire in queens in rockaway queens we know that two dozen more of hose homes are now actively burning cnn is covering the aftermath of this epic superstorm like no other network mike galanos is live for us in atlantic city new jersey deb feyerick is on the south shore of long island and lyndon hurst john berman is in lower manhattan brian todd is covering rehoboth beach which is in delaware and sandra endo is still in maryland we ll bring you updates from philadelphia mayor michael nutter maryland governor martin o malley all of them will check in with us as well this morning let s tell you where we are lower manhattan this is houston street if you were to go down this way you d hit the fdr if you were watching last night the fdr drive flooded very very unusual what we can see behind me behind this downed branch further back is more flooding as we head down toward the fdr much of the flooding in those evacuation zones these apartment buildings behind me had been evacuated evacuation zone of course flooding a big problem the good news here it's actually receded a fair amount the flooding where i was standing the water was coming up to here it's back maybe 50 yards so that s some good news it's happening slowly and we're expecting as the day progresses that the water will go out and recede up this way is that transformer explosion people reported seeing green sparks and blue sparks yesterday evening trying to figure out what it was in fact many messages on twitter about that it tornadoed out that that transformer was exploding so they shut down the power that s why this area has plunged into darkness if you were to go up another 30 blocks or so the power is on for much of the city as we drove around this morning we noticed there s not too much debris from the bulk of the city certainly the parts in the middle lower manhattan there are downed trees signs that have flown down awnings have been knocked down as well flooding is a big problem here i want to get you to atlantic city mike galanos is there for us we were watching atlantic city very closely yesterday afternoon into the evening where it was just devastating tell me how it is this morning,0
hit,http://archive.org/details/CNNW_20121030_080000_Anderson_Cooper_360,reporter it's a lotdifferent as the driving rain hits as i was listening to you the wind has picked up and it's a bitter cold wind as well behind me soledad i was standing in just a few short hours ago behind me was basically a raging river this is a city street in atlantic city and water was above my knee if i would have tend to walk basically the ocean was behind me im not sure if you can see the red valley sign if you continue you re heading toward the ocean the water just got deeper and deeper and deeper the mayor of atlantic city was telling people this was before it hit in full we haven stading water in many places 2 and 3 feet deep fearing the water was going to be 5 and 6 feet deep he told people at some point and has taken some criticism for that if you haven t made it to a shelter yet hunker down now there were 500 or 600 people at one county shelter interesting back and forth on that front bottom line you wanted to get out of here it was brutal yesterday as it was in new york city it was surreal to be standing half a block back and it was just a raging river the winds were swirling the water was swirling and kicking up and every emergency vehicle that drove by would kick up a wave that would rush my water to my waist it was quite a scene in atlantic city and still is the rain is still pounding,0
hit,http://archive.org/details/CNNW_20121030_080000_Anderson_Cooper_360,reporter we have not heard again of loss of life right here in atlantic city proper they did a pretty good job of trying to get everybody out of here i had a chance to talk to some people a couple elderly couples that i ran into i was coming in they were coming out the wife had to convince the husband let s get out of here they're happy they did i know they ended up in a hotel that s what most people did i ran into a family of ten that all met in a hotel just outside of atlantic city that was the way to go if you didn t there was no place to go the power was out in front of me is the atlantic city convention center to the left is a large hotel think of that im somewhat sheltered and the wind is still blasting me it was ten times worse yesterday as this storm hit in full soledad,0
hit,http://archive.org/details/CNNW_20121030_080000_Anderson_Cooper_360,reporter well fingers are crossed here soledad because standing on the board walk i ll tell you what they were concerned about at the height of the storm yesterday and last night this kind of wash from the beach the sand with the dunes possibly getting breached they did get breached for a short period not too bad though the damage because the brunt of the storm hit about 45 miles north of here they thought it could come here ten looked for a while like it was going to come right here the storm surgeon the shore over here was very severe the waves were very high the dunes were getting breached the water was coming up very close to the board walk here and some of the sand did wash on but for the most part the board walk has held the beaches which they actually built out about 300 feet toward the ocean earlier this year they replenished those beaches because of that the sand the dunes pretty much held here and they have dodged that bullet which was very good news for the people here in delaware because this board walk in rehoboth beach very heavily dependent on this for their tourism industry 30 000 to 40 000 people come here every summer this board walk has held throughout the state about 45 000 plus customers without power 30 or 40 roads impassable we ll get a read on flooding a little bit later soledad,0
hit,http://archive.org/details/CNNW_20121030_080000_Anderson_Cooper_360,morning welcome everybody you re watching a special edition of early start im soledad o brien we are bringing you special rolling coverage of the aftermath of superstorm sandy as it continues its way out of new york into pennsylvania today and then back into the western part of new york and then up to canada we're monitoring it all very closely for you lots to talk about they used the word epic when they talk about superstormsandy i think that s a fair description as it has disrupted millions of lives all along the east coast from fires to floods burning now a fire in rockaway queens 50 homes we know have beened to the ground there are another two dozen homes in the process of burning right now big problem for the firefighters there s no water pressure they cannot fight this fire effectively the fire they believe started when the high winds knocked down power lines an those power lines then caught fire an set fire to all these homes you can see some of the pictures there we have a crew on the way we ll be able to update you live as soon as they're able to get there and give us more information transformer explosions has left hundreds of thousands of people in lower manhattan in the dark backup generator failed at nyu langone medical center that s forced the evacuation of 200 patients some were intensive care and had to be moved to other hospitals the city s transportation stins to be shut down because of massive flooding we're told it could be days four days maybe before they're able to re open the city s subway they're calling it a post tropical cyclone the national weather service is warning that damaging wind gusts of 70 to 90 miles an hour still possible for long island southern connecticut as well through 10 00 this evening terrible news to report sandy s killed 13 people here in the united states 5 of those fatalities are in no another was reported inconnecticut three more in new jersey including a couple in morris county who were crushed in their car when a tree fell on them there s been one fatality reporteded in west virginia two in pennsylvania and a crew member on board the hms bounty remember we told you that story yesterday morning the hms bounty which took on water and the 17 people on board had to be put on life boats we know now one crew member is known to be dead at this time so let me tell you where i am we talked about that transformer exploding many people described it as a series of blue and green lights flashing scared some people it's not very far from where i am probably 15 or so block we know now that that transformer is not going to come up anytime soon you can see around me except for the lights that we ve brought in this area has been plunged into darkness we're told it could be a week maybe more before they are able to restore power here they shut down power to much of lower manhattan in order to keep the waters that were flooding and damaging these transformers from doing massive damage it's easier to fix as we reported yesterday when they shut it down ahead of time transformers started to explode they ve shut the whole thing down could be a week before they're able to bring powerback to this area that s affecting hundreds of thousands of people where that flashing light is back there that s fdr drive and you ve seen pictures of the flooding along that drive massive flooding that s reseeing and in fact if you look down probably about halfway down there the water is back there it was where im standing they ve made progress on that front this is the evacuation zone a which means this is the area they knew would flood it's the low lying area lots of landfill in this part of lower manhattan they are hoping that once that water goes out they ll be able to do more repairs and hopefully bring people back into those homes as soon as possible i want to get to deb feyerick she s been reporting from long island which was hit in a major way by this storm deb tell me about where you are and what you re seeing thismorning,0
hit,http://archive.org/details/CNNW_20121018_000000_Anderson_Cooper_360,well they wouldn t openly talk about that you have to look at the topics the president was bringing out at that debate to know that this is the voter group that the president is focused on and that he knew that this was the greatest area where he was hemorrhaging support and his only growth opportunity if the president is going to be president for another four years it is going to be because he is president he is going to hit on the pay equity issue and he will continue to talk about the binders issue and that he isn t a natural advocate in his bones for women in the workplace,1
hit,http://archive.org/details/CNNW_20121003_080000_Anderson_Cooper_360,how much of those zingers are pre thought out and what does mitt romney have to do to avoid taking a big hit tomorrow night,1
hit,http://archive.org/details/CNNW_20121003_080000_Anderson_Cooper_360,in terms of a lot of people remember newt gingrichtalking about moon colonies during the primary mitt romney hit back at him on that let s take a look,1
hit,http://archive.org/details/CNNW_20121016_020000_Anderson_Cooper_360,amazing landing meteorologist chad myers joinsus live from atlanta he didn t even like hit the ground and roll he walked it was amazing chad if he had gotten the tiniest tear in his suit what would have happened to him,0
hit,http://archive.org/details/CNNW_20121118_100000_Piers_Morgan_Tonight,dean obeidallah is back he insisted that the reviewer had an agenda did he hit the mark or did it leave a bad taste in your mouth,0
hit,http://archive.org/details/MSNBCW_20120910_210000_Hardball_With_Chris_Matthews,one thing i have learned from military history and debating history the best position to be in is to attack from a defensive position when the other guy throws the sunday punch that s when he s vulnerable he s sitting there with his self satisfied look and that s when you put him away you wait for the other guy to take his sunday punch and you put him away with there you go again or something like that because the public always roots for the candidate who has just been hit hard they always root for him you get up off the floor they love you root for you if obama goes into this first debate ahead substantially it will be romney who is going to have to throw the sunday punch and god help him anybody that throws that punch better be ready to defend themselves with that the surrebuttal thank you grat having you on did you catch mitt romney yet on meet the press he says he wants to keep kids and parents health insurance and make sure people with pre existing conditions he wants everything obama is offering but it won t cost you a penny this is great this is perfect he s going to give you everything obama does but itwon t really be a program it's interesting how he s promising fdr warned about this stuff so next get the specifics neither romney or ryan have come up with a specific reduction not one they don t want to tell you anything they may get rid of charitable the home mortgage deduction they may get rid of state and local tax reduction look out nobody is safe okay now we're 57 days from the 2012 election so what s ahead for hillary clinton in 2016 we're going to get to that sugar plum the question we all have where is it going for the secretary of state that s one of the greatpolitical questions of our time anyway let s finish tonight with what do you do when nobody likes you what do you do ft your mitt romney this is hardball the place for politics r and the next there s cash flow optionsfrom pnc solutions to helpbusinesses like yours accelerate receivables manage payments and help ensure accessto credit because we knowhow important cash flow is to reaching your goals pnc bank for the achiever in you,1
hit,http://archive.org/details/MSNBCW_20120910_210000_Hardball_With_Chris_Matthews,as jack kennedy said sometimes party loyalty asks too much somehow i don t think that s a bromance between mitt romney and that guy they're not going to be tallying that much chris christie is slated to hit the campaign trail for steve king,1
hit,http://archive.org/details/MSNBCW_20120910_210000_Hardball_With_Chris_Matthews,why does he have to be irish graduating from a prege teshs law school in your early 30s makes you a student for life walsh might be out of a job himself when voters hit the polls this over,1
hit,http://archive.org/details/MSNBCW_20120910_210000_Hardball_With_Chris_Matthews,this uncertainty surrounding the romney ryan tax cut plan because they have not specified the deductions that will be closed and we know where the big money is mortgage interest deductions charitable deductions taxing as compensation which it is employer provided health insurance and state and local taxes all of those you either hit only the rich in which case you don t get much money or you hit the middle class,1
hit,http://archive.org/details/MSNBCW_20120910_210000_Hardball_With_Chris_Matthews,exactly my point all the deductions he talked about charitable contributions mortgage deduction and state and local are what hit everybody,1
hit,http://archive.org/details/MSNBCW_20120910_210000_Hardball_With_Chris_Matthews,the great political reporter dan balz of the washington post has hit a major milestone he s been on a 1 the front 35i7b8g of the post for 1500 times the post honored balz after his front page story on the closing night of the democratic convention for his first time on the front page back in 1979 with a story about a grain deal with the soviets we ll be right back female announcer with the e trade 360investing dashboard free streaming quotes all yourinvestments positions and even your trade ticket are all on onecustomizable page see the 360 investing dashboardat e trade with less chronicosteoarthritis pain imagine living your life with less chroniclow back pain imagine you with less pain cymbalta can help cymbalta is fda approved to manage chronicmusculoskeletal pain one non narcotic pill a day every day can help reduce this pain tell your doctor right awayif your mood worsens you have unusual changesin mood or behavior or thoughts of suicide antidepressantscan increase these in children teens and young adults cymbalta is not approvedfor children under 18 people taking maoisor thioridazine or with uncontrolled glaucomashould not take cymbalta taking it withnsaid pain relievers aspirin or blood thinnersmay increase bleeding risk severe liver problems some fatal were reported signs include abdominal pain and yellowing skin or eyes tell your doctorabout all your medicines including those for migraine and while on cymbalta call right away if you have high fever confusion and stiff muscles or serious allergicskin reactions like blisters peeling rash hives or mouth sores to address possiblelife threatening conditions talk about your alcohol use liver disease and before you reduceor stop cymbaa lt dizziness or fainting may occurupon standing ask your doctor about cymbalta imagine you with less pain cymbalta can help go to cymbalta com to learn abouta free trial offer nothing complicated about a pairof 10 inch hose clamp pliers you know what scomplicated shipping shipping s complicated not really with priority mailflat rate boxes from the postal serviceshipping s easy if it fits itships anywhere in the country for alow flat rate that snot complicated no come on how about a handshake alright priority mail flat rate boxes starting at just 5 15 only from the postal service,0
hit,http://archive.org/details/FOXNEWSW_20121005_040000_Hannity,you hit the nail right on the head age is not an issue with republicans you can go back to the beginning of time but if it happened yesterday with the democrats it's old news,1
hit,http://archive.org/details/MSNBCW_20120927_210000_Hardball_With_Chris_Matthews,the news here today you referred to how he referred to this this is todd akin how he referred to his democraticopponent the incumbent senator claire mccaskill let s look at this what he said today and why it may be a problem for him he said quote she and that was his opponent was veryaggressive at the debate this past week which was quite different than it was when she ran against jim talent she had a confidence and was much more ladylike back then but in the debate on friday she came out swinging i think that s because she feelings threatened i don t know sometimes i wonder whether we're too tough but you know this idea that women have to hit their golf ball from the ladies tee politically that somehow they have to be ladylike in a tough brawl of a campaign do you think that s still a nice way to talk or appropriate way to talk to your opponent politically if they're a female that they have to be ladylike does anybody say you have to be a gentleman in politics these days im just asking john fury is this okay go ahead,1
hit,http://archive.org/details/MSNBCW_20120927_210000_Hardball_With_Chris_Matthews,i understand something about john mccain his political advisers day after day had to take him and almost throw against the wall and hit him against the head and say senator you have to let people know you serve you have to talk about what you did he didn t want to do it wouldn t do it now im running against a woman who my god that s all she talks about our true heroes the men and women who served us it's the last thing in the world that they talk about,1
